cov1 cov2 cov3
0.557398032924522 -0.987495999804857 1.81571736937535
0.376438615921353 -1.21695083401804 -0.574979094499799
1.23735623447302 -1.21158291071194 -0.394708009309365
1.00013999635473 -0.332631880379826 1.67017077799746
-0.521937941524473 -2.69288218518726 -0.80469099882081
-1.36429030217208 1.29062389356618 1.74113804349784
0.861348682949017 0.518218617763883 0.0423725952254882
0.58366563323698 0.366125973165853 -0.175047834042904
-0.562680036736462 -0.441001670837974 -0.380279164398264
-1.30704946665156 -2.52873961871830 -1.64489447480632
0.0636567838173532 -0.482075106117653 -0.917552151790552
-1.01546807480588 0.793848304459813 0.406632048867952
-0.523760940212138 0.344303526159111 0.452940734152347
0.0578402785086859 -1.21574929395260 -0.443738338030579
1.14908108918614 0.196742667324167 -0.854610046638824
-0.363688637607772 0.24841681573108 0.610751165604797
-0.595664372763545 0.99241801428989 0.629850084621825
-0.9660678006671 -1.71885803229728 1.61640312708727
1.33890433301991 1.41591746241526 0.0499465355043021
-0.809666620122138 -0.157549609201065 1.99481106197740
-0.252039466243144 -0.148026645117669 -0.328241365610854
-0.0389932452702136 1.20512029987343 1.39241944676562
0.530368508890987 -0.098173908927297 1.60624798879297
0.203923616417725 -1.24754716197725 1.18327169153785
1.03200073630747 -0.256612838679176 1.76478650717202
0.888416604893303 0.180827627357475 -0.688760904891096
0.441166454607658 -0.92397839080614 0.427015208555983
1.93949286728699 0.232740314271505 -0.606679907618308
0.181982816410582 -0.842699370293756 1.65724962173361
0.986914755247394 -0.456503365856651 -0.829794070361431
-0.881958709432039 0.221385171923128 2.11880358328651
0.093732560876269 0.214094285319025 1.95360499143910
-0.359333880849477 -1.0097071167083 1.22378392747164
-0.407796224098356 -0.833045933233853 -0.56273722934138
0.728870602755027 0.859756371678734 -0.555550472213539
-2.14119922650115 -1.31486625451441 -0.113789654817693
-0.0530981346044943 1.85741254400983 -0.826553412142052
0.544790651771849 -0.494953136254621 0.92420284517326
1.13935211293457 0.770751983513369 0.0213767264673746
-0.096112823360156 0.000363315818005634 0.802201194013973
-0.208300524647699 -2.21022000900811 1.7494907882929
-0.783728119529993 1.12122144214318 0.736609661375937
0.429733889179502 0.0919192481156387 0.015370167090258
-1.16082566245759 0.877347766999052 -0.116819987715249
-0.254297494270988 -1.98024885908272 -0.843606725065973
-1.10532901997413 -0.803061959025122 -0.919497299382554
1.11013278102155 1.99068467605309 -0.0922539387225463
0.189012873315281 0.508119432450121 -1.93593889719663
1.87847445350053 -0.0777023654746432 -0.724977626718438
0.95332058133518 0.981918490185194 -0.369252232900256
0.0235819170201429 -1.07020570842195 -1.02755806916623
-0.574353183494785 -0.669310061939116 1.98345612451943
-1.47914611818028 0.733373587761653 0.214692176496962
-1.08289712116794 0.440297580340018 -1.34583755390837
1.79160027981831 -0.0798395225068808 1.28203930894073
0.925433015230663 1.63527082562283 0.349050984625443
1.52067711592672 0.0024214712159215 0.789949815122507
-0.456195112957132 -0.359160910457474 -0.470841451505777
1.97154490150643 1.05530993298121 0.432121987005218
0.372818388282673 -0.0340600583372213 0.388484580049455
-0.770162891422796 1.18833645805712 -0.0193559222759173
1.28440525669573 -0.494156340877323 -1.09092735627947
0.876678970790946 -0.444158241360833 -0.272678548054073
-0.977592508234797 -0.497383105629967 0.419086407764552
-1.80384929572156 -1.48277115417247 0.910555841576873
0.0790217876416835 0.531368515730176 -0.863192397067789
-0.874700553672413 2.47100013525391 -0.721318034298741
-1.07463385200182 -0.0430396981604288 -1.70851485820946
0.195646854920503 0.636885900766803 -1.01580744129505
